job_id,method,iteration,flow_time,step_size,normalized_gap,resolution_floor
F2global_d50_k100_rho1,FR--R,0.0,0.0,0.9592639054196634,1.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,1.0,0.9592639054196634,0.9592639054196634,0.013058193271658497,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,2.0,1.9185278108393269,0.9592639054196634,0.0008169345685437676,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,3.0,2.87779171625899,0.9592639054196634,9.845087404381245e-05,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,4.0,3.8370556216786538,0.9592639054196634,1.315069913304616e-05,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,5.0,4.796319527098317,0.9592639054196634,1.828006097861823e-06,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,6.0,5.75558343251798,0.9592639054196634,2.5925566293981217e-07,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,7.0,6.714847337937644,0.9592639054196634,3.719809505690241e-08,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,8.0,7.6741112433573075,0.9592639054196634,5.377181157744405e-09,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,9.0,8.63337514877697,0.9592639054196634,7.813634229684011e-10,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,10.0,9.592639054196635,0.9592639054196634,1.1397575067659049e-10,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,11.0,10.551902959616298,0.9592639054196634,1.6677455466758544e-11,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,12.0,11.51116686503596,0.9592639054196634,2.4449593132581766e-12,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,13.0,12.470430770455625,0.9592639054196634,3.596615211442759e-13,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,14.0,13.429694675875288,0.9592639054196634,5.4195571679274444e-14,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,15.0,14.388958581294952,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,16.0,15.348222486714615,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,17.0,16.30748639213428,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,18.0,17.26675029755394,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,19.0,18.226014202973605,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,20.0,19.18527810839327,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,21.0,20.14454201381293,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,22.0,21.103805919232595,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,23.0,22.06306982465226,0.9592639054196634,-3.695152614495985e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,24.0,23.02233373007192,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,25.0,23.981597635491585,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,26.0,24.94086154091125,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,27.0,25.900125446330915,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,28.0,26.859389351750576,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,29.0,27.81865325717024,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,30.0,28.777917162589905,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,31.0,29.737181068009566,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,32.0,30.69644497342923,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,33.0,31.655708878848895,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,34.0,32.61497278426856,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,35.0,33.57423668968822,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,36.0,34.53350059510788,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,37.0,35.49276450052755,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,38.0,36.45202840594721,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,39.0,37.41129231136687,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,40.0,38.37055621678654,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,41.0,39.3298201222062,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,42.0,40.28908402762586,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,43.0,41.24834793304553,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,44.0,42.20761183846519,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,45.0,43.16687574388485,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,46.0,44.12613964930452,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,47.0,45.08540355472418,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,48.0,46.04466746014384,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,49.0,47.00393136556351,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,50.0,47.96319527098317,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,51.0,48.92245917640284,0.9592639054196634,-2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,52.0,49.8817230818225,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,53.0,50.84098698724216,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,54.0,51.80025089266183,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,55.0,52.75951479808149,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,56.0,53.71877870350115,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,57.0,54.67804260892082,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,58.0,55.63730651434048,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,59.0,56.59657041976014,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,60.0,57.55583432517981,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,61.0,58.51509823059947,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,62.0,59.47436213601913,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,63.0,60.4336260414388,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,64.0,61.39288994685846,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,65.0,62.35215385227812,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,66.0,63.31141775769779,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,67.0,64.27068166311746,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,68.0,65.22994556853712,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,69.0,66.18920947395678,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,70.0,67.14847337937644,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,71.0,68.1077372847961,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,72.0,69.06700119021576,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,73.0,70.02626509563544,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,74.0,70.9855290010551,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,75.0,71.94479290647476,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,76.0,72.90405681189442,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,77.0,73.86332071731408,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,78.0,74.82258462273374,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,79.0,75.78184852815342,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,80.0,76.74111243357308,0.9592639054196634,-1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,81.0,77.70037633899274,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,82.0,78.6596402444124,0.9592639054196634,2.4634350763306566e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,83.0,79.61890414983206,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,84.0,80.57816805525172,0.9592639054196634,3.695152614495985e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,85.0,81.5374319606714,0.9592639054196634,0.0,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,86.0,82.49669586609106,0.9592639054196634,1.2317175381653283e-15,5.4195571679274444e-14
F2global_d50_k100_rho1,FR--R,87.0,83.45595977151072,0.9592639054196634,0.0,5.4195571679274444e-14
